GN_EFFORT_ID,SPECIES,N,WEIGHT
43315,208,13,2211.27
43315,213,1,
43316,307,14,6202.87
43316,127,2,688.89
43316,216,10,822.14
43316,204,6,331.67
43316,210,1,206.95
43316,208,2,243.81
43316,213,1,
43317,307,10,5919.36
43317,127,6,2688.94
43317,216,13,765.44
43317,204,11,640.68
43317,213,2,
43318,216,117,17661.74
43318,201,11,2219.77
43318,202,4,595.34
43318,204,42,4714.46
43318,210,16,3149.66
43318,208,40,5825.81
43318,206,2,311.85
43318,213,2,
43319,307,6,1990.14
43319,127,1,252.31
43319,216,71,12581.56
43319,201,9,1681.14
43319,204,13,1386.28
43319,210,26,5525.34
43319,208,21,3628.76
43319,206,1,147.42
43319,205,1,212.62
43320,307,8,2429.55
43320,216,25,3486.99
43320,202,1,334.52
43320,204,11,714.39
43320,210,6,1304.09
43320,208,6,1017.75
43320,213,1,
43321,307,4,1352.27
43321,127,2,904.35
43321,216,26,3563.5
43321,201,3,674.72
43321,204,16,875.96
43321,210,6,1652.78
43321,205,1,360.04
43322,307,4,1644.27
43322,127,4,2134.72
43322,216,25,2126.21
43322,201,1,289.16
43322,204,21,1221.84
43322,210,2,615.18
43322,213,1,
43323,307,1,191.36
43323,216,231,33679.21
43323,201,27,
43323,204,72,
43323,210,16,
43323,208,114,
43323,206,2,
43324,307,1,340.19
43324,127,1,311.84
43324,216,100,14571.64
43324,201,13,
43324,202,1,
43324,204,32,
43324,210,9,
43324,208,34,
43324,206,1,
43324,213,10,
43325,307,4,1162.33
43325,127,2,793.79
43325,216,49,7285.82
43325,201,5,
43325,204,19,
43325,210,8,
43325,208,11,
43325,206,3,
43325,213,3,
43326,307,2,680.39
43326,127,1,907.18
43326,216,50,6577.08
43326,201,6,
43326,204,27,
43326,210,6,
43326,208,8,
43326,213,3,
43327,307,2,1601.75
42950,127,4,1700.97
44050,203,3,618.02
44051,307,30,9412.03
44051,202,9,1885.24
44051,216,9,1885.24
44051,203,5,1610.25
44052,307,84,20645.56
44052,216,127,24862.51
44052,201,1,141.75
44052,202,125,24664.07
44052,204,1,56.7
44052,203,3,623.69
44053,307,84,24940.52
44053,216,62,12962.81
44053,202,60,12884.85
44053,204,2,77.96
44053,203,2,510.29
44054,307,93,28633.03
44054,216,30,7548.05
44054,202,24,6151.84
44054,204,1,63.79
44054,210,1,354.37
44054,208,4,978.06
44055,307,44,11276.05
44055,216,91,18313.78
44055,213,10,
44055,202,81,16386.01
44055,203,4,850.49
44056,307,39,10574.37
44056,127,1,1998.64
44056,216,41,8944.27
44056,213,5,
44056,202,36,8022.91
44056,203,3,637.86
44057,307,43,12842.32
44057,216,17,3586.21
44057,213,1,
44057,202,16,3288.54
44057,203,2,467.77
44058,307,12,3735.07
44058,216,103,23211.15
44058,201,1,411.07
44058,202,97,21038.29
44058,204,4,120.49
44058,208,1,212.62
44059,307,22,7051.94
44059,216,47,11368.15
44059,201,2,496.12
44059,202,44,10687.83
44059,204,1,99.22
44060,307,24,9511.26
44060,216,26,7222.04
44060,201,1,290.58
44060,202,22,6109.32
44060,204,1,56.7
44060,210,1,368.54
44060,208,1,184.27
44061,307,82,15932.42
44061,216,169,28803.09
44061,201,7,1163.75
44061,202,160,27569.89
44061,204,2,85.05
44061,203,2,317.51
44062,307,77,17392.49
44062,216,43,8065.43
44062,202,41,7980.38
44062,204,2,85.05
44062,203,2,473.44
44169,307,52,12814.06
44169,216,21,3763.4
44169,202,18,3713.78
44169,204,2,48.19
44169,210,1,204.12
44169,203,2,456.43
44170,307,46,13770.81
44170,216,5,850.49
44170,202,4,822.14
44170,204,1,28.35
44170,203,3,739.93
44171,307,53,14550.38
44171,216,62,11949.4
44171,201,6,1332.43
44171,202,50,9752.31
44171,204,4,418.16
44171,208,2,446.5
44172,307,66,20284.07
44172,216,24,4934.27
44172,202,19,4218.45
44172,204,2,141.75
44172,208,3,574.07
44172,203,1,155.92
44173,307,71,22396.13
44173,216,15,2990.89
44173,202,12,2778.27
44173,204,3,212.62
44174,307,7,1516.7
44174,216,77,16092.68
44174,201,5,1048.93
44174,202,69,14469.67
44174,208,3,574.08
44174,203,2,616.6
44175,307,12,3862.61
44175,216,39,9130
44175,201,5,978.05
44175,202,31,7492.82
44175,208,3,659.13
44175,203,4,907.19
44176,307,32,10631.08
44176,216,14,3496.94
44176,201,4,935.54
44176,202,9,2313.34
44176,208,1,248.06
44176,203,3,644.96
44177,307,7,2119.13
44177,216,29,6261.71
44177,201,1,170.1
44177,202,28,6091.61
44178,307,8,2742.81
44178,216,14,3427.46
44178,201,1,240.97
44178,202,13,3186.49
44179,307,10,3890.96
44179,216,6,1689.63
44179,202,6,1689.63
44180,307,71,15928.16
44180,216,82,14599.99
44180,213,8,
44180,202,74,13111.64
44180,203,2,510.29
44181,307,60,12899.03
44181,216,32,6293.59
44181,213,2,
44181,202,30,5925.05
44182,307,41,9916.82
44182,216,11,2679.03
44182,202,11,2679.03
44183,307,35,9291.55
44183,216,6,1275.73
44183,202,6,1275.73
44183,203,2,425.24
44184,307,115,26336.82
44184,216,60,11943.67
44184,201,12,2480.6
44184,202,31,6279.41
44184,204,11,2015.66
44184,208,6,1168
44184,203,2,343.03
44185,307,75,19986.42
44185,216,30,6652.23
44185,201,10,2370.03
44185,202,10,2473.49
44185,204,6,1094.29
44185,208,4,714.42
44185,203,1,195.61
44186,307,68,19206.79
44186,216,12,3063.16
44186,201,3,856.15
44186,202,8,1892.33
44186,210,1,314.68
44186,203,1,243.81
44187,307,42,11474.46
44187,216,69,12992.56
44187,201,4,790.95
44187,202,52,10219.99
44187,204,8,1034.75
44187,208,5,946.87
44188,307,54,15606.4
44188,216,29,5994.5
44188,201,1,201.28
44188,202,20,4294.95
44188,204,4,297.67
44188,210,1,503.2
44188,208,3,697.4
44189,307,54,17491.62
44189,216,12,1729.32
44189,202,5,1105.63
44189,204,7,623.69
44190,307,12,3097.18
44190,216,175,36117.26
44190,201,55,12792.72
44190,202,30,6123.49
44190,204,14,2443.71
44190,208,74,14435.65
44190,213,2,
44191,307,8,2154.56
44191,216,85,21141.64
44191,202,16,3522.43
44191,204,3,354.37
44191,208,28,5776.21
44191,213,3,
44192,307,15,4628.06
44192,216,65,16386.09
44192,202,5,1226.12
44192,204,1,141.75
44192,208,33,7314.21
44192,203,10,2204.17
44193,216,35,5868.35
44193,202,35,5868.35
44194,307,15,3479.93
44194,216,9,1522.37
44194,202,8,1460
44194,203,2,430.92
44195,307,15,3727.95
44195,201,1,272.16
44195,202,6,871.75
44195,203,2,541.48
