SampleID,RegionCode,SubRegion,Stratum,MethodCode,StationCode,SampleDate,SampleTime,WeatherCode,TowMax,Latitude,Longitude,LatitudeStart,LongitudeStart,LatitudeEnd,LongitudeEnd,DO,SpecificConductance,WaterTemp,TurbidityFNU,YsiSerialNo,HatchSerialNo,GearCode,GearConditionCode,MeterSerialNo,TowNumber,PairedStudies,BottomDepth,TowDuration,SamplingDirection,Secchi,FlowmeterStart,FlowmeterEnd,FlowmeterDifference,VolumeRaw,VolumeScrubbed,VolumeImputed,VolumeImputedBy,VolumeFinal,FlowDebris,Comments,TideCode,Phylum,CommonName,OrganismCode,MarkCode,ForkLength,RaceByLength,SumOfCatchCount,Expression,StageCode,Dead,SpecialStudyID,SpecialStudy,TagCode,RaceByTag
722787,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:11:00,CLR,4,38.25072,-121.68804,38.25,-121.68754,38.25143,-121.68758,9.64,227.8999939,10.30000019,17.81999969,YSI 013,,KTS29,1,B28370,1,,10.9,10,U,0.419999987,60000,73018,13018,4386.902234,4386.902234,,,4386.902234,N,WAG retained for genetic study and verification.,Ebb,Chordata,Threadfin Shad,TFS,None,53,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722787,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:11:00,CLR,4,38.25072,-121.68804,38.25,-121.68754,38.25143,-121.68758,9.64,227.8999939,10.30000019,17.81999969,YSI 013,,KTS29,1,B28370,1,,10.9,10,U,0.419999987,60000,73018,13018,4386.902234,4386.902234,,,4386.902234,N,WAG retained for genetic study and verification.,Ebb,Chordata,Threadfin Shad,TFS,None,54,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722787,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:11:00,CLR,4,38.25072,-121.68804,38.25,-121.68754,38.25143,-121.68758,9.64,227.8999939,10.30000019,17.81999969,YSI 013,,KTS29,1,B28370,1,,10.9,10,U,0.419999987,60000,73018,13018,4386.902234,4386.902234,,,4386.902234,N,WAG retained for genetic study and verification.,Ebb,Chordata,Threadfin Shad,TFS,None,96,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,69,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Wakasagi,WAG,None,73,n/p,1,n/p,n/p,No,HW25-251,DNA/L,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,American Shad,AMS,None,70,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,55,n/p,3,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,82,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,0,n/p,87,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,52,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,53,n/p,6,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,54,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Wakasagi,WAG,None,74,n/p,1,n/p,n/p,No,HW25-249,DNA/L,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Wakasagi,WAG,None,85,n/p,1,n/p,n/p,No,HW25-250,DNA/L,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,51,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,60,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Wakasagi,WAG,None,63,n/p,1,n/p,n/p,No,HW25-248,DNA/L,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,57,n/p,4,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,58,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,76,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,78,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,50,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,63,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Hitch,HCH,None,184,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,72,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,74,n/p,2,n/p,n/p,No,n/a,n/a,n/a,n/p
722800,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:26:00,CLR,4,38.25072,-121.68804,38.25163,-121.68734,38.25264,-121.68716,9.21,229,10.30000019,17.54999924,YSI 013,,KTS29,1,B28370,2,,9.9,10,U,0.469999999,73000,85125,12125,4085.972468,4085.972468,,,4085.972468,N,WAG with HW code retained for genetic study. All WAG retained for verification,Ebb,Chordata,Wakasagi,WAG,None,87,n/p,1,n/p,n/p,No,n/a,L,n/a,n/p
722792,West,Lower San Joaquin,Lower San Joaquin,KDTR,25-19-LSJ02,12/2/2024,08:43:00,CLR,4,38.02484,-121.76552,38.02482,-121.76643,38.02492,-121.76479,10.27,1200,11.10000038,23.14999962,YSI 003,,KTS21,1,B28367,1,,3.5,10,U,0.330000013,390531,401060,10529,3548.140545,3548.140545,,,3548.140545,N,,Ebb,Chordata,Threadfin Shad,TFS,None,54,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722792,West,Lower San Joaquin,Lower San Joaquin,KDTR,25-19-LSJ02,12/2/2024,08:43:00,CLR,4,38.02484,-121.76552,38.02482,-121.76643,38.02492,-121.76479,10.27,1200,11.10000038,23.14999962,YSI 003,,KTS21,1,B28367,1,,3.5,10,U,0.330000013,390531,401060,10529,3548.140545,3548.140545,,,3548.140545,N,,Ebb,Chordata,Threadfin Shad,TFS,None,60,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722792,West,Lower San Joaquin,Lower San Joaquin,KDTR,25-19-LSJ02,12/2/2024,08:43:00,CLR,4,38.02484,-121.76552,38.02482,-121.76643,38.02492,-121.76479,10.27,1200,11.10000038,23.14999962,YSI 003,,KTS21,1,B28367,1,,3.5,10,U,0.330000013,390531,401060,10529,3548.140545,3548.140545,,,3548.140545,N,,Ebb,Arthropoda,Siberian prawn,EXP,None,0,n/p,3,n/p,n/p,No,n/a,n/a,n/a,n/p
722792,West,Lower San Joaquin,Lower San Joaquin,KDTR,25-19-LSJ02,12/2/2024,08:43:00,CLR,4,38.02484,-121.76552,38.02482,-121.76643,38.02492,-121.76479,10.27,1200,11.10000038,23.14999962,YSI 003,,KTS21,1,B28367,1,,3.5,10,U,0.330000013,390531,401060,10529,3548.140545,3548.140545,,,3548.140545,N,,Ebb,Chordata,Threadfin Shad,TFS,None,63,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,American Shad,AMS,None,102,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,67,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,93,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,63,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,American Shad,AMS,None,72,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,57,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,58,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,71,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,86,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,48,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
722802,North,Cache Slough and Liberty Island,Cache Slough LI,KDTR,25-19-CS02,12/2/2024,08:44:00,CLR,4,38.25072,-121.68804,38.2526,-121.68717,38.25344,-121.68746,9.21,233.6000061,10.39999962,17.42000008,YSI 013,,KTS29,1,B28370,3,,7,10,U,0.49000001,85125,97524,12399,4178.307021,4178.307021,,,4178.307021,N,WAG retained for verification,Ebb,Chordata,Threadfin Shad,TFS,None,61,n/p,1,n/p,n/p,No,n/a,n/a,n/a,n/p
